term,draw_time,draw_result,front_numbers,back_numbers
24138,2024-11-29 21:15:00,"05,07,13,15,17,21,22|01","['05', '07', '13', '15', '17', '21', '22']",['01']
24137,2024-11-27 21:15:00,"02,03,09,14,17,22,24|08","['02', '03', '09', '14', '17', '22', '24']",['08']
24136,2024-11-25 21:15:00,"02,07,08,13,15,25,29|19","['02', '07', '08', '13', '15', '25', '29']",['19']
24135,2024-11-22 21:15:00,"06,12,15,17,23,27,29|16","['06', '12', '15', '17', '23', '27', '29']",['16']
24134,2024-11-20 21:15:00,"02,08,10,14,18,25,27|15","['02', '08', '10', '14', '18', '25', '27']",['15']
24133,2024-11-18 21:15:00,"01,05,11,23,27,28,30|20","['01', '05', '11', '23', '27', '28', '30']",['20']
24132,2024-11-15 21:15:00,"02,05,06,13,14,18,23|30","['02', '05', '06', '13', '14', '18', '23']",['30']
24131,2024-11-13 21:15:00,"03,04,08,16,17,26,28|07","['03', '04', '08', '16', '17', '26', '28']",['07']
24130,2024-11-11 21:15:00,"01,02,06,08,18,26,27|29","['01', '02', '06', '08', '18', '26', '27']",['29']
24129,2024-11-08 21:15:00,"03,05,10,14,16,21,23|06","['03', '05', '10', '14', '16', '21', '23']",['06']
24128,2024-11-06 21:15:00,"03,08,11,15,18,27,29|17","['03', '08', '11', '15', '18', '27', '29']",['17']
24127,2024-11-04 21:15:00,"02,04,05,06,07,10,24|17","['02', '04', '05', '06', '07', '10', '24']",['17']
24126,2024-11-01 21:15:00,"01,02,15,16,20,21,30|14","['01', '02', '15', '16', '20', '21', '30']",['14']
24125,2024-10-30 21:15:00,"01,02,07,13,26,27,30|04","['01', '02', '07', '13', '26', '27', '30']",['04']
24124,2024-10-28 21:15:00,"06,14,15,19,21,24,25|22","['06', '14', '15', '19', '21', '24', '25']",['22']
24123,2024-10-25 21:15:00,"01,10,17,20,23,25,27|14","['01', '10', '17', '20', '23', '25', '27']",['14']
24122,2024-10-23 21:15:00,"01,07,09,12,17,26,30|11","['01', '07', '09', '12', '17', '26', '30']",['11']
24121,2024-10-21 21:15:00,"02,05,06,08,19,25,30|13","['02', '05', '06', '08', '19', '25', '30']",['13']
24120,2024-10-18 21:15:00,"06,09,11,18,21,25,28|19","['06', '09', '11', '18', '21', '25', '28']",['19']
24119,2024-10-16 21:15:00,"05,06,10,12,18,20,29|21","['05', '06', '10', '12', '18', '20', '29']",['21']
24118,2024-10-14 21:15:00,"04,05,06,13,15,25,27|12","['04', '05', '06', '13', '15', '25', '27']",['12']
24117,2024-10-11 21:15:00,"09,14,15,20,24,25,27|01","['09', '14', '15', '20', '24', '25', '27']",['01']
24116,2024-10-09 21:15:00,"05,07,14,16,19,21,27|03","['05', '07', '14', '16', '19', '21', '27']",['03']
24115,2024-10-07 21:15:00,"08,11,16,17,18,25,26|06","['08', '11', '16', '17', '18', '25', '26']",['06']
24114,2024-09-30 21:15:00,"04,08,14,17,24,26,30|05","['04', '08', '14', '17', '24', '26', '30']",['05']
24113,2024-09-27 21:15:00,"06,09,16,17,19,22,26|10","['06', '09', '16', '17', '19', '22', '26']",['10']
24112,2024-09-25 21:15:00,"06,10,16,20,23,27,29|11","['06', '10', '16', '20', '23', '27', '29']",['11']
24111,2024-09-23 21:15:00,"01,02,05,14,19,22,26|16","['01', '02', '05', '14', '19', '22', '26']",['16']
24110,2024-09-20 21:15:00,"02,03,10,13,20,21,23|11","['02', '03', '10', '13', '20', '21', '23']",['11']
24109,2024-09-18 21:15:00,"09,12,16,18,22,28,29|20","['09', '12', '16', '18', '22', '28', '29']",['20']
24108,2024-09-16 21:15:00,"04,06,08,13,21,25,28|16","['04', '06', '08', '13', '21', '25', '28']",['16']
24107,2024-09-13 21:15:00,"01,05,15,20,24,27,29|03","['01', '05', '15', '20', '24', '27', '29']",['03']
24106,2024-09-11 21:15:00,"01,11,14,23,27,29,30|18","['01', '11', '14', '23', '27', '29', '30']",['18']
24105,2024-09-09 21:15:00,"02,06,09,11,13,20,28|22","['02', '06', '09', '11', '13', '20', '28']",['22']
24104,2024-09-06 21:15:00,"04,05,13,23,24,28,30|20","['04', '05', '13', '23', '24', '28', '30']",['20']
24103,2024-09-04 21:15:00,"01,06,13,15,18,26,27|05","['01', '06', '13', '15', '18', '26', '27']",['05']
24102,2024-09-02 21:15:00,"01,03,09,12,21,22,25|18","['01', '03', '09', '12', '21', '22', '25']",['18']
24101,2024-08-30 21:15:00,"02,04,07,10,25,26,27|05","['02', '04', '07', '10', '25', '26', '27']",['05']
24100,2024-08-28 21:15:00,"02,06,09,13,17,21,25|26","['02', '06', '09', '13', '17', '21', '25']",['26']
24099,2024-08-26 21:15:00,"03,06,13,14,22,25,28|18","['03', '06', '13', '14', '22', '25', '28']",['18']
24098,2024-08-23 21:15:00,"12,13,15,17,23,28,30|18","['12', '13', '15', '17', '23', '28', '30']",['18']
24097,2024-08-21 21:15:00,"02,12,13,15,18,28,29|10","['02', '12', '13', '15', '18', '28', '29']",['10']
24096,2024-08-19 21:15:00,"02,04,07,08,09,14,29|25","['02', '04', '07', '08', '09', '14', '29']",['25']
24095,2024-08-16 21:15:00,"03,06,10,16,18,24,30|26","['03', '06', '10', '16', '18', '24', '30']",['26']
24094,2024-08-14 21:15:00,"03,10,13,14,16,17,18|29","['03', '10', '13', '14', '16', '17', '18']",['29']
24093,2024-08-12 21:15:00,"03,05,11,19,20,21,30|18","['03', '05', '11', '19', '20', '21', '30']",['18']
24092,2024-08-09 21:15:00,"06,07,10,17,19,21,23|15","['06', '07', '10', '17', '19', '21', '23']",['15']
24091,2024-08-07 21:15:00,"12,13,14,15,23,24,25|02","['12', '13', '14', '15', '23', '24', '25']",['02']
24090,2024-08-05 21:15:00,"02,05,08,14,20,29,30|23","['02', '05', '08', '14', '20', '29', '30']",['23']
24089,2024-08-02 21:15:00,"01,07,12,13,16,29,30|14","['01', '07', '12', '13', '16', '29', '30']",['14']
24088,2024-07-31 21:15:00,"02,04,07,17,21,24,30|20","['02', '04', '07', '17', '21', '24', '30']",['20']
24087,2024-07-29 21:15:00,"02,03,04,17,18,20,30|24","['02', '03', '04', '17', '18', '20', '30']",['24']
24086,2024-07-26 21:15:00,"08,10,11,14,19,23,25|17","['08', '10', '11', '14', '19', '23', '25']",['17']
24085,2024-07-24 21:15:00,"01,09,11,12,23,27,28|14","['01', '09', '11', '12', '23', '27', '28']",['14']
24084,2024-07-22 21:15:00,"02,13,16,18,20,25,30|03","['02', '13', '16', '18', '20', '25', '30']",['03']
24083,2024-07-19 21:15:00,"08,09,10,20,21,22,25|03","['08', '09', '10', '20', '21', '22', '25']",['03']
24082,2024-07-17 21:15:00,"11,12,13,15,19,20,27|28","['11', '12', '13', '15', '19', '20', '27']",['28']
24081,2024-07-15 21:15:00,"04,08,09,12,19,22,27|10","['04', '08', '09', '12', '19', '22', '27']",['10']
24080,2024-07-12 21:15:00,"13,14,15,17,20,24,30|28","['13', '14', '15', '17', '20', '24', '30']",['28']
24079,2024-07-10 21:15:00,"04,09,11,14,15,24,25|10","['04', '09', '11', '14', '15', '24', '25']",['10']
24078,2024-07-08 21:15:00,"03,04,05,08,12,22,30|21","['03', '04', '05', '08', '12', '22', '30']",['21']
24077,2024-07-05 21:15:00,"03,10,11,13,20,22,29|19","['03', '10', '11', '13', '20', '22', '29']",['19']
24076,2024-07-03 21:15:00,"04,05,08,15,16,19,23|07","['04', '05', '08', '15', '16', '19', '23']",['07']
24075,2024-07-01 21:15:00,"04,07,11,16,22,27,30|23","['04', '07', '11', '16', '22', '27', '30']",['23']
24074,2024-06-28 21:15:00,"08,12,17,19,23,25,30|10","['08', '12', '17', '19', '23', '25', '30']",['10']
24073,2024-06-26 21:15:00,"03,04,06,07,20,24,29|11","['03', '04', '06', '07', '20', '24', '29']",['11']
24072,2024-06-24 21:15:00,"08,16,19,21,23,27,28|24","['08', '16', '19', '21', '23', '27', '28']",['24']
24071,2024-06-21 21:15:00,"04,05,13,21,23,24,27|02","['04', '05', '13', '21', '23', '24', '27']",['02']
24070,2024-06-19 21:15:00,"02,03,16,20,23,27,29|13","['02', '03', '16', '20', '23', '27', '29']",['13']
24069,2024-06-17 21:15:00,"04,06,11,18,22,25,26|19","['04', '06', '11', '18', '22', '25', '26']",['19']
24068,2024-06-14 21:15:00,"02,05,09,15,20,22,23|17","['02', '05', '09', '15', '20', '22', '23']",['17']
24067,2024-06-12 21:15:00,"10,12,13,23,24,25,30|16","['10', '12', '13', '23', '24', '25', '30']",['16']
24066,2024-06-10 21:15:00,"03,06,08,17,20,25,27|22","['03', '06', '08', '17', '20', '25', '27']",['22']
24065,2024-06-07 21:15:00,"02,10,15,16,23,28,30|25","['02', '10', '15', '16', '23', '28', '30']",['25']
24064,2024-06-05 21:15:00,"05,07,17,18,20,23,24|02","['05', '07', '17', '18', '20', '23', '24']",['02']
24063,2024-06-03 21:15:00,"03,04,13,14,18,25,30|12","['03', '04', '13', '14', '18', '25', '30']",['12']
24062,2024-05-31 21:15:00,"02,08,09,11,12,18,27|22","['02', '08', '09', '11', '12', '18', '27']",['22']
24061,2024-05-29 21:15:00,"05,06,12,18,19,21,29|11","['05', '06', '12', '18', '19', '21', '29']",['11']
24060,2024-05-27 21:15:00,"01,04,10,18,20,24,25|30","['01', '04', '10', '18', '20', '24', '25']",['30']
24059,2024-05-24 21:15:00,"02,04,05,08,10,22,24|23","['02', '04', '05', '08', '10', '22', '24']",['23']
24058,2024-05-22 21:15:00,"04,07,11,13,19,21,29|09","['04', '07', '11', '13', '19', '21', '29']",['09']
24057,2024-05-20 21:15:00,"04,05,10,16,17,20,27|12","['04', '05', '10', '16', '17', '20', '27']",['12']
24056,2024-05-17 21:15:00,"02,03,04,09,16,17,24|22","['02', '03', '04', '09', '16', '17', '24']",['22']
24055,2024-05-15 21:15:00,"01,12,14,23,26,27,28|02","['01', '12', '14', '23', '26', '27', '28']",['02']
24054,2024-05-13 21:15:00,"03,06,11,12,16,26,28|25","['03', '06', '11', '12', '16', '26', '28']",['25']
24053,2024-05-10 21:15:00,"02,10,13,24,27,28,29|01","['02', '10', '13', '24', '27', '28', '29']",['01']
24052,2024-05-08 21:15:00,"07,11,13,17,18,19,25|16","['07', '11', '13', '17', '18', '19', '25']",['16']
24051,2024-05-06 21:15:00,"01,02,16,18,20,25,26|14","['01', '02', '16', '18', '20', '25', '26']",['14']
24050,2024-05-03 21:15:00,"02,09,14,20,26,29,30|15","['02', '09', '14', '20', '26', '29', '30']",['15']
24049,2024-05-01 21:15:00,"01,21,23,25,26,28,30|16","['01', '21', '23', '25', '26', '28', '30']",['16']
24048,2024-04-29 21:15:00,"03,05,09,14,21,23,27|24","['03', '05', '09', '14', '21', '23', '27']",['24']
24047,2024-04-26 21:15:00,"05,08,11,13,15,22,27|25","['05', '08', '11', '13', '15', '22', '27']",['25']
24046,2024-04-24 21:15:00,"06,13,14,18,19,22,29|16","['06', '13', '14', '18', '19', '22', '29']",['16']
24045,2024-04-22 21:15:00,"03,10,12,17,18,23,25|15","['03', '10', '12', '17', '18', '23', '25']",['15']
24044,2024-04-19 21:15:00,"02,03,12,15,18,22,25|30","['02', '03', '12', '15', '18', '22', '25']",['30']
24043,2024-04-17 21:15:00,"06,10,12,13,18,24,27|20","['06', '10', '12', '13', '18', '24', '27']",['20']
24042,2024-04-15 21:15:00,"09,12,16,20,21,23,26|27","['09', '12', '16', '20', '21', '23', '26']",['27']
24041,2024-04-12 21:15:00,"02,06,09,16,21,23,25|27","['02', '06', '09', '16', '21', '23', '25']",['27']
24040,2024-04-10 21:15:00,"05,08,09,13,14,19,21|10","['05', '08', '09', '13', '14', '19', '21']",['10']
24039,2024-04-08 21:15:00,"02,10,17,18,21,24,25|19","['02', '10', '17', '18', '21', '24', '25']",['19']
24038,2024-04-05 21:15:00,"01,07,10,16,18,23,26|29","['01', '07', '10', '16', '18', '23', '26']",['29']
24037,2024-04-03 21:15:00,"01,09,11,14,25,28,29|13","['01', '09', '11', '14', '25', '28', '29']",['13']
24036,2024-04-01 21:15:00,"07,08,18,19,22,28,29|27","['07', '08', '18', '19', '22', '28', '29']",['27']
24035,2024-03-29 21:15:00,"04,05,08,19,23,28,29|25","['04', '05', '08', '19', '23', '28', '29']",['25']
24034,2024-03-27 21:15:00,"03,05,18,22,23,25,29|12","['03', '05', '18', '22', '23', '25', '29']",['12']
24033,2024-03-25 21:15:00,"01,08,12,19,23,26,27|15","['01', '08', '12', '19', '23', '26', '27']",['15']
24032,2024-03-22 21:15:00,"05,08,09,15,17,20,24|29","['05', '08', '09', '15', '17', '20', '24']",['29']
24031,2024-03-20 21:15:00,"01,06,08,11,12,17,27|16","['01', '06', '08', '11', '12', '17', '27']",['16']
24030,2024-03-18 21:15:00,"04,07,10,14,20,23,27|12","['04', '07', '10', '14', '20', '23', '27']",['12']
24029,2024-03-15 21:15:00,"01,05,08,13,19,24,30|04","['01', '05', '08', '13', '19', '24', '30']",['04']
24028,2024-03-13 21:15:00,"01,03,15,17,21,24,30|04","['01', '03', '15', '17', '21', '24', '30']",['04']
24027,2024-03-11 21:15:00,"03,15,18,21,23,29,30|28","['03', '15', '18', '21', '23', '29', '30']",['28']
24026,2024-03-08 21:15:00,"03,05,07,14,17,19,30|16","['03', '05', '07', '14', '17', '19', '30']",['16']
24025,2024-03-06 21:15:00,"03,05,11,12,22,27,29|24","['03', '05', '11', '12', '22', '27', '29']",['24']
24024,2024-03-04 21:15:00,"01,08,14,16,20,21,23|11","['01', '08', '14', '16', '20', '21', '23']",['11']
24023,2024-03-01 21:15:00,"01,10,12,16,17,19,27|24","['01', '10', '12', '16', '17', '19', '27']",['24']
24022,2024-02-28 21:15:00,"03,07,10,15,16,27,28|12","['03', '07', '10', '15', '16', '27', '28']",['12']
24021,2024-02-26 21:15:00,"04,05,11,13,16,29,30|12","['04', '05', '11', '13', '16', '29', '30']",['12']
24020,2024-02-23 21:15:00,"04,15,18,19,20,25,27|22","['04', '15', '18', '19', '20', '25', '27']",['22']
24019,2024-02-21 21:15:00,"02,04,06,15,22,29,30|19","['02', '04', '06', '15', '22', '29', '30']",['19']
24018,2024-02-19 21:15:00,"04,06,19,21,28,29,30|02","['04', '06', '19', '21', '28', '29', '30']",['02']
24017,2024-02-07 21:15:00,"06,09,11,12,13,17,24|26","['06', '09', '11', '12', '13', '17', '24']",['26']
24016,2024-02-05 21:15:00,"04,12,16,18,19,26,30|20","['04', '12', '16', '18', '19', '26', '30']",['20']
24015,2024-02-02 21:15:00,"08,16,18,20,21,22,30|10","['08', '16', '18', '20', '21', '22', '30']",['10']
24014,2024-01-31 21:15:00,"10,14,15,17,18,23,25|20","['10', '14', '15', '17', '18', '23', '25']",['20']
24013,2024-01-29 21:15:00,"01,09,11,22,24,25,28|18","['01', '09', '11', '22', '24', '25', '28']",['18']
24012,2024-01-26 21:15:00,"08,17,20,22,23,26,29|01","['08', '17', '20', '22', '23', '26', '29']",['01']
24011,2024-01-24 21:15:00,"01,11,14,18,19,21,27|10","['01', '11', '14', '18', '19', '21', '27']",['10']
24010,2024-01-22 21:15:00,"02,03,08,16,24,25,26|13","['02', '03', '08', '16', '24', '25', '26']",['13']
24009,2024-01-19 21:15:00,"04,08,18,21,25,28,29|02","['04', '08', '18', '21', '25', '28', '29']",['02']
24008,2024-01-17 21:15:00,"06,08,12,15,24,27,28|26","['06', '08', '12', '15', '24', '27', '28']",['26']
24007,2024-01-15 21:15:00,"06,08,12,17,22,28,30|11","['06', '08', '12', '17', '22', '28', '30']",['11']
24006,2024-01-12 21:15:00,"01,03,06,08,15,23,25|07","['01', '03', '06', '08', '15', '23', '25']",['07']
24005,2024-01-10 21:15:00,"02,05,10,13,14,15,19|29","['02', '05', '10', '13', '14', '15', '19']",['29']
24004,2024-01-08 21:15:00,"01,05,06,07,08,21,23|16","['01', '05', '06', '07', '08', '21', '23']",['16']
24003,2024-01-05 21:15:00,"02,03,04,07,22,27,30|15","['02', '03', '04', '07', '22', '27', '30']",['15']
24002,2024-01-03 21:15:00,"06,11,17,19,21,23,26|28","['06', '11', '17', '19', '21', '23', '26']",['28']
24001,2024-01-01 21:15:00,"06,07,10,13,17,23,27|26","['06', '07', '10', '13', '17', '23', '27']",['26']
23150,2023-12-29 21:15:00,"02,05,16,17,20,25,26|04","['02', '05', '16', '17', '20', '25', '26']",['04']
23149,2023-12-27 21:15:00,"03,07,13,17,18,21,28|22","['03', '07', '13', '17', '18', '21', '28']",['22']
23148,2023-12-25 21:15:00,"02,13,17,19,20,21,22|27","['02', '13', '17', '19', '20', '21', '22']",['27']
23147,2023-12-22 21:15:00,"04,08,09,15,18,20,25|29","['04', '08', '09', '15', '18', '20', '25']",['29']
23146,2023-12-20 21:15:00,"04,05,09,13,21,24,27|16","['04', '05', '09', '13', '21', '24', '27']",['16']
23145,2023-12-18 21:15:00,"02,03,04,09,28,29,30|22","['02', '03', '04', '09', '28', '29', '30']",['22']
23144,2023-12-15 21:15:00,"01,08,14,17,21,22,24|05","['01', '08', '14', '17', '21', '22', '24']",['05']
23143,2023-12-13 21:15:00,"02,03,06,08,09,18,30|16","['02', '03', '06', '08', '09', '18', '30']",['16']
23142,2023-12-11 21:15:00,"01,17,20,22,25,26,27|21","['01', '17', '20', '22', '25', '26', '27']",['21']
23141,2023-12-08 21:15:00,"08,09,10,19,20,21,25|01","['08', '09', '10', '19', '20', '21', '25']",['01']
23140,2023-12-06 21:15:00,"04,06,08,13,22,24,29|25","['04', '06', '08', '13', '22', '24', '29']",['25']
23139,2023-12-04 21:15:00,"02,08,10,11,16,19,28|22","['02', '08', '10', '11', '16', '19', '28']",['22']
23138,2023-12-01 21:15:00,"04,07,14,16,19,20,25|05","['04', '07', '14', '16', '19', '20', '25']",['05']
23137,2023-11-29 21:15:00,"06,11,13,18,26,27,30|01","['06', '11', '13', '18', '26', '27', '30']",['01']
23136,2023-11-27 21:15:00,"10,11,13,17,25,26,27|04","['10', '11', '13', '17', '25', '26', '27']",['04']
23135,2023-11-24 21:15:00,"01,05,08,11,19,23,26|29","['01', '05', '08', '11', '19', '23', '26']",['29']
23134,2023-11-22 21:15:00,"04,11,17,18,19,24,29|16","['04', '11', '17', '18', '19', '24', '29']",['16']
23133,2023-11-20 21:15:00,"06,08,12,16,22,24,25|05","['06', '08', '12', '16', '22', '24', '25']",['05']
23132,2023-11-17 21:15:00,"06,14,16,20,22,25,29|19","['06', '14', '16', '20', '22', '25', '29']",['19']
23131,2023-11-15 21:15:00,"02,06,07,09,18,26,30|19","['02', '06', '07', '09', '18', '26', '30']",['19']
23130,2023-11-13 21:15:00,"01,04,10,12,15,25,28|05","['01', '04', '10', '12', '15', '25', '28']",['05']
23129,2023-11-10 21:15:00,"04,07,12,18,25,29,30|03","['04', '07', '12', '18', '25', '29', '30']",['03']
23128,2023-11-08 21:15:00,"06,08,14,16,19,21,23|10","['06', '08', '14', '16', '19', '21', '23']",['10']
23127,2023-11-06 21:15:00,"05,11,12,15,17,22,27|25","['05', '11', '12', '15', '17', '22', '27']",['25']
23126,2023-11-03 21:15:00,"03,06,13,19,20,22,23|09","['03', '06', '13', '19', '20', '22', '23']",['09']
23125,2023-11-01 21:15:00,"13,14,15,17,18,22,30|20","['13', '14', '15', '17', '18', '22', '30']",['20']
23124,2023-10-30 21:15:00,"01,03,09,12,22,28,30|10","['01', '03', '09', '12', '22', '28', '30']",['10']
23123,2023-10-27 21:15:00,"01,10,13,14,18,22,25|23","['01', '10', '13', '14', '18', '22', '25']",['23']
23122,2023-10-25 21:15:00,"01,10,12,13,16,17,23|22","['01', '10', '12', '13', '16', '17', '23']",['22']
23121,2023-10-23 21:15:00,"11,12,15,17,19,28,30|04","['11', '12', '15', '17', '19', '28', '30']",['04']
23120,2023-10-20 21:15:00,"01,02,06,07,10,21,28|03","['01', '02', '06', '07', '10', '21', '28']",['03']
23119,2023-10-18 21:15:00,"11,13,17,20,23,24,29|26","['11', '13', '17', '20', '23', '24', '29']",['26']
23118,2023-10-16 21:15:00,"01,07,09,10,14,17,22|11","['01', '07', '09', '10', '14', '17', '22']",['11']
23117,2023-10-13 21:15:00,"05,10,23,24,25,27,29|01","['05', '10', '23', '24', '25', '27', '29']",['01']
23116,2023-10-11 21:15:00,"05,11,18,19,21,29,30|24","['05', '11', '18', '19', '21', '29', '30']",['24']
23115,2023-10-09 21:15:00,"04,06,07,12,14,17,22|25","['04', '06', '07', '12', '14', '17', '22']",['25']
23114,2023-10-06 21:15:00,"02,09,16,18,20,23,28|27","['02', '09', '16', '18', '20', '23', '28']",['27']
23113,2023-09-29 21:15:00,"01,02,06,19,23,25,30|16","['01', '02', '06', '19', '23', '25', '30']",['16']
23112,2023-09-27 21:15:00,"03,06,08,13,14,17,22|24","['03', '06', '08', '13', '14', '17', '22']",['24']
23111,2023-09-25 21:15:00,"04,05,15,19,20,29,30|12","['04', '05', '15', '19', '20', '29', '30']",['12']
23110,2023-09-22 21:15:00,"06,07,08,10,11,17,22|03","['06', '07', '08', '10', '11', '17', '22']",['03']
23109,2023-09-20 21:15:00,"08,11,13,21,24,26,28|30","['08', '11', '13', '21', '24', '26', '28']",['30']
23108,2023-09-18 21:15:00,"01,06,07,08,09,12,20|29","['01', '06', '07', '08', '09', '12', '20']",['29']
23107,2023-09-15 21:15:00,"02,05,11,13,21,23,28|09","['02', '05', '11', '13', '21', '23', '28']",['09']
23106,2023-09-13 21:15:00,"01,05,10,11,16,22,25|23","['01', '05', '10', '11', '16', '22', '25']",['23']
23105,2023-09-11 21:15:00,"01,04,13,19,25,26,28|16","['01', '04', '13', '19', '25', '26', '28']",['16']
23104,2023-09-08 21:15:00,"04,08,15,17,20,25,26|12","['04', '08', '15', '17', '20', '25', '26']",['12']
23103,2023-09-06 21:15:00,"01,17,18,20,23,26,29|13","['01', '17', '18', '20', '23', '26', '29']",['13']
23102,2023-09-04 21:15:00,"01,12,13,14,26,27,30|22","['01', '12', '13', '14', '26', '27', '30']",['22']
23101,2023-09-01 21:15:00,"03,06,09,13,14,23,29|01","['03', '06', '09', '13', '14', '23', '29']",['01']
23100,2023-08-30 21:15:00,"01,06,13,21,22,25,29|08","['01', '06', '13', '21', '22', '25', '29']",['08']
23099,2023-08-28 21:15:00,"02,06,13,18,23,28,29|27","['02', '06', '13', '18', '23', '28', '29']",['27']
23098,2023-08-25 21:15:00,"01,04,16,17,19,23,26|13","['01', '04', '16', '17', '19', '23', '26']",['13']
23097,2023-08-23 21:15:00,"03,06,07,09,15,16,29|24","['03', '06', '07', '09', '15', '16', '29']",['24']
23096,2023-08-21 21:15:00,"06,08,12,15,18,20,21|13","['06', '08', '12', '15', '18', '20', '21']",['13']
